SKU,Vendor,Order quantity,Cost per unit,Order date,Expected delivery,Actual delivery,Lead time
SKU-PAN-0021,Apex Fashions,54,1216,2025-12-14,2026-01-18,2026-01-19,36
SKU-SHO-0023,WestCo Garments,50,668,2025-12-14,2026-02-03,2026-02-08,56
SKU-SHI-0024,KnitCraft Studio,56,854,2025-12-14,2026-01-16,2026-01-16,33
SKU-JAC-0025,StitchWorks India,66,1639,2025-12-14,2026-01-20,2026-01-20,37
SKU-TSH-0032,WestCo Garments,40,627,2025-12-14,2026-02-02,2026-02-07,55
SKU-SHO-0040,WestCo Garments,65,711,2025-12-14,2026-01-21,2026-01-22,39
SKU-TSH-0041,Apex Fashions,56,634,2025-12-14,2026-01-29,2026-02-03,51
SKU-SHI-0045,UrbanWeave Co.,40,896,2025-12-14,2026-01-20,2026-01-21,38
SKU-CRO-0048,Apex Fashions,40,736,2025-12-14,2026-02-07,2026-02-08,56
SKU-SHI-0003,KnitCraft Studio,148,1004,2025-12-21,2026-01-22,2026-01-23,33
SKU-PAN-0022,KnitCraft Studio,48,1076,2025-12-21,2026-01-30,2026-02-04,45
SKU-CRO-0043,WestCo Garments,46,677,2025-12-21,2026-02-03,2026-02-06,47
SKU-JAC-0044,StitchWorks India,42,1860,2025-12-21,2026-02-07,2026-02-08,49
SKU-TSH-0049,Apex Fashions,40,559,2025-12-21,2026-02-06,2026-02-09,50
SKU-SHO-0050,UrbanWeave Co.,52,722,2025-12-21,2026-02-13,2026-02-13,54
SKU-SHI-0054,KnitCraft Studio,40,963,2025-12-21,2026-02-03,2026-02-03,44
SKU-TSH-0004,StitchWorks India,108,539,2025-12-28,2026-02-10,2026-02-12,46
SKU-SHI-0006,KnitCraft Studio,55,1097,2025-12-28,2026-02-14,2026-02-17,51
SKU-PAN-0008,StitchWorks India,48,1152,2025-12-28,2026-02-13,2026-02-13,47
SKU-PAN-0009,KnitCraft Studio,50,1008,2025-12-28,2026-01-30,2026-02-01,35
SKU-TSH-0010,WestCo Garments,87,782,2025-12-28,2026-02-12,2026-02-14,48
SKU-SHO-0011,WestCo Garments,78,761,2025-12-28,2026-02-19,2026-02-19,53
SKU-PAN-0016,KnitCraft Studio,43,970,2025-12-28,2026-02-04,2026-02-05,39
SKU-PAN-0018,Apex Fashions,40,1176,2025-12-28,2026-02-22,2026-02-25,59
SKU-PAN-0026,WestCo Garments,50,1332,2025-12-28,2026-01-27,2026-01-29,32
SKU-CRO-0030,WestCo Garments,40,621,2025-12-28,2026-01-30,2026-01-30,33
SKU-CRO-0037,StitchWorks India,54,657,2025-12-28,2026-02-12,2026-02-14,48
SKU-CRO-0038,WestCo Garments,42,1060,2025-12-28,2026-02-08,2026-02-13,47
SKU-SHO-0039,UrbanWeave Co.,40,809,2025-12-28,2026-02-18,2026-02-21,55
SKU-JAC-0046,StitchWorks India,42,1896,2025-12-28,2026-02-02,2026-02-07,41
SKU-PAN-0047,WestCo Garments,40,959,2025-12-28,2026-02-18,2026-02-21,55
SKU-SHI-0051,StitchWorks India,40,928,2025-12-28,2026-02-18,2026-02-18,52
SKU-JAC-0055,Apex Fashions,40,1669,2025-12-28,2026-02-15,2026-02-15,49
