SKU,Category,Size,Units in stock,Units sold (last 7/30/60 days),Days of inventory left,Dead stock flag,date
SKU-TSH-0049,tshirts,L,34,0/0/2,999.0,N,2024-07-07
SKU-SHO-0050,shorts,M,38,2/5/7,228.0,N,2024-07-07
SKU-SHI-0051,shirts,XXL,0,0/3/8,0.0,N,2024-07-07
SKU-SHI-0052,shirts,M,0,1/5/6,0.0,N,2024-07-07
SKU-JAC-0053,jackets,XS,0,0/1/4,0.0,N,2024-07-07
SKU-SHI-0054,shirts,M,0,0/2/5,0.0,N,2024-07-07
SKU-JAC-0055,jackets,XXL,36,1/4/6,270.0,N,2024-07-07
SKU-SHI-0001,shirts,S,0,40/172/348,0.0,N,2024-07-14
SKU-PAN-0002,pants,XXL,0,23/79/179,0.0,N,2024-07-14
SKU-SHI-0003,shirts,XL,0,17/52/116,0.0,N,2024-07-14
SKU-TSH-0004,tshirts,XL,0,7/30/78,0.0,N,2024-07-14
SKU-CRO-0005,croptops,L,0,8/25/56,0.0,N,2024-07-14
SKU-SHI-0006,shirts,M,0,2/23/48,0.0,N,2024-07-14
SKU-CRO-0007,croptops,XXL,0,6/26/54,0.0,N,2024-07-14
SKU-PAN-0008,pants,XXL,0,4/24/38,0.0,N,2024-07-14
SKU-PAN-0009,pants,L,0,0/6/14,0.0,N,2024-07-14
SKU-TSH-0010,tshirts,XXL,0,2/16/29,0.0,N,2024-07-14
SKU-SHO-0011,shorts,L,0,5/16/34,0.0,N,2024-07-14
SKU-TSH-0012,tshirts,S,0,3/16/27,0.0,N,2024-07-14
SKU-SHI-0013,shirts,S,0,3/9/21,0.0,N,2024-07-14
SKU-CRO-0014,croptops,XS,0,4/9/21,0.0,N,2024-07-14
SKU-SHI-0015,shirts,XXL,0,0/5/26,0.0,N,2024-07-14
SKU-PAN-0016,pants,L,0,3/8/20,0.0,N,2024-07-14
SKU-SHI-0017,shirts,L,0,1/7/16,0.0,N,2024-07-14
SKU-PAN-0018,pants,S,0,0/6/11,0.0,N,2024-07-14
SKU-CRO-0019,croptops,M,0,2/9/14,0.0,N,2024-07-14
SKU-PAN-0020,pants,S,0,2/8/13,0.0,N,2024-07-14
SKU-PAN-0021,pants,M,0,3/8/18,0.0,N,2024-07-14
SKU-PAN-0022,pants,S,0,1/8/14,0.0,N,2024-07-14
SKU-SHO-0023,shorts,S,0,0/7/14,0.0,N,2024-07-14
SKU-SHI-0024,shirts,XL,0,1/7/14,0.0,N,2024-07-14
SKU-JAC-0025,jackets,S,0,4/5/9,0.0,N,2024-07-14
SKU-PAN-0026,pants,L,0,0/7/14,0.0,N,2024-07-14
SKU-JAC-0027,jackets,S,0,0/3/13,0.0,N,2024-07-14
SKU-PAN-0028,pants,M,0,1/3/7,0.0,N,2024-07-14
SKU-TSH-0029,tshirts,XL,0,4/6/12,0.0,N,2024-07-14
SKU-CRO-0030,croptops,L,0,1/3/9,0.0,N,2024-07-14
SKU-JAC-0031,jackets,XXL,0,0/1/8,0.0,N,2024-07-14
SKU-TSH-0032,tshirts,S,0,0/0/2,999.0,N,2024-07-14
SKU-SHO-0033,shorts,M,0,1/5/9,0.0,N,2024-07-14
SKU-PAN-0034,pants,XS,0,0/1/4,0.0,N,2024-07-14
SKU-CRO-0035,croptops,XXL,0,0/5/8,0.0,N,2024-07-14
SKU-SHI-0036,shirts,XS,22,1/2/9,330.0,N,2024-07-14
SKU-CRO-0037,croptops,M,3,0/3/8,30.0,N,2024-07-14
SKU-CRO-0038,croptops,XS,0,1/3/4,0.0,N,2024-07-14
SKU-SHO-0039,shorts,M,0,2/4/12,0.0,N,2024-07-14
SKU-SHO-0040,shorts,L,16,1/5/7,96.0,N,2024-07-14
SKU-TSH-0041,tshirts,L,34,1/2/5,510.0,N,2024-07-14
SKU-CRO-0042,croptops,XL,10,2/3/7,100.0,N,2024-07-14
SKU-CRO-0043,croptops,M,0,1/3/7,0.0,N,2024-07-14
SKU-JAC-0044,jackets,XL,11,0/4/8,82.5,N,2024-07-14
SKU-SHI-0045,shirts,XL,27,0/1/5,810.0,N,2024-07-14
SKU-JAC-0046,jackets,XXL,29,1/2/6,435.0,N,2024-07-14
SKU-PAN-0047,pants,XXL,4,2/5/8,24.0,N,2024-07-14
SKU-CRO-0048,croptops,XL,0,0/5/7,0.0,N,2024-07-14
SKU-TSH-0049,tshirts,S,33,1/1/2,990.0,N,2024-07-14
SKU-SHO-0050,shorts,XS,37,1/6/7,185.0,N,2024-07-14
SKU-SHI-0051,shirts,XS,0,1/4/8,0.0,N,2024-07-14
SKU-SHI-0052,shirts,XL,0,3/7/9,0.0,N,2024-07-14
SKU-JAC-0053,jackets,S,0,0/0/3,999.0,N,2024-07-14
SKU-SHI-0054,shirts,XL,0,1/2/6,0.0,N,2024-07-14
SKU-JAC-0055,jackets,XXL,35,1/4/7,262.5,N,2024-07-14
SKU-SHI-0001,shirts,S,0,28/154/329,0.0,N,2024-07-21
SKU-PAN-0002,pants,XL,0,21/79/183,0.0,N,2024-07-21
SKU-SHI-0003,shirts,M,0,11/52/111,0.0,N,2024-07-21
SKU-TSH-0004,tshirts,XL,0,7/28/71,0.0,N,2024-07-21
SKU-CRO-0005,croptops,L,0,3/27/50,0.0,N,2024-07-21
SKU-SHI-0006,shirts,XL,0,7/22/50,0.0,N,2024-07-21
SKU-CRO-0007,croptops,XL,0,3/23/51,0.0,N,2024-07-21
SKU-PAN-0008,pants,L,0,4/21/38,0.0,N,2024-07-21
SKU-PAN-0009,pants,L,0,2/7/15,0.0,N,2024-07-21
SKU-TSH-0010,tshirts,S,0,4/15/31,0.0,N,2024-07-21
SKU-SHO-0011,shorts,M,0,1/14/34,0.0,N,2024-07-21
SKU-TSH-0012,tshirts,XL,0,3/15/28,0.0,N,2024-07-21
SKU-SHI-0013,shirts,M,0,4/12/22,0.0,N,2024-07-21
SKU-CRO-0014,croptops,L,0,2/10/22,0.0,N,2024-07-21
SKU-SHI-0015,shirts,XXL,0,0/5/19,0.0,N,2024-07-21
SKU-PAN-0016,pants,S,0,2/8/17,0.0,N,2024-07-21
SKU-SHI-0017,shirts,XS,0,2/6/18,0.0,N,2024-07-21
SKU-PAN-0018,pants,XXL,0,4/6/14,0.0,N,2024-07-21
SKU-CRO-0019,croptops,XXL,0,2/10/15,0.0,N,2024-07-21
SKU-PAN-0020,pants,S,0,5/13/18,0.0,N,2024-07-21
SKU-PAN-0021,pants,XL,0,1/8/18,0.0,N,2024-07-21
SKU-PAN-0022,pants,XXL,0,1/7/15,0.0,N,2024-07-21
SKU-SHO-0023,shorts,XL,0,1/6/13,0.0,N,2024-07-21
SKU-SHI-0024,shirts,S,0,1/6/13,0.0,N,2024-07-21
SKU-JAC-0025,jackets,XS,0,1/6/9,0.0,N,2024-07-21
SKU-PAN-0026,pants,XXL,0,1/2/14,0.0,N,2024-07-21
SKU-JAC-0027,jackets,L,0,2/5/10,0.0,N,2024-07-21
SKU-PAN-0028,pants,S,0,0/3/7,0.0,N,2024-07-21
SKU-TSH-0029,tshirts,S,0,0/6/11,0.0,N,2024-07-21
SKU-CRO-0030,croptops,M,0,0/3/7,0.0,N,2024-07-21
SKU-JAC-0031,jackets,L,0,0/1/6,0.0,N,2024-07-21
SKU-TSH-0032,tshirts,L,0,0/0/2,999.0,N,2024-07-21
SKU-SHO-0033,shorts,XXL,0,0/3/9,0.0,N,2024-07-21
SKU-PAN-0034,pants,XL,0,0/0/4,999.0,N,2024-07-21
SKU-CRO-0035,croptops,S,0,0/3/7,0.0,N,2024-07-21
SKU-SHI-0036,shirts,M,22,0/2/7,330.0,N,2024-07-21
SKU-CRO-0037,croptops,M,2,1/3/7,20.0,N,2024-07-21
SKU-CRO-0038,croptops,XXL,0,2/5/6,0.0,N,2024-07-21
SKU-SHO-0039,shorts,L,0,0/4/10,0.0,N,2024-07-21
SKU-SHO-0040,shorts,M,14,2/6/7,70.0,N,2024-07-21
SKU-TSH-0041,tshirts,XL,34,0/2/4,510.0,N,2024-07-21
SKU-CRO-0042,croptops,XXL,10,0/3/7,100.0,N,2024-07-21
SKU-CRO-0043,croptops,XL,0,3/6/10,0.0,N,2024-07-21
SKU-JAC-0044,jackets,M,9,2/5/10,54.0,N,2024-07-21
SKU-SHI-0045,shirts,XXL,27,0/1/4,810.0,N,2024-07-21
SKU-JAC-0046,jackets,XXL,28,1/3/7,280.0,N,2024-07-21
SKU-PAN-0047,pants,XXL,2,2/6/10,10.0,N,2024-07-21
SKU-CRO-0048,croptops,XL,0,0/4/6,0.0,N,2024-07-21
SKU-TSH-0049,tshirts,XXL,32,1/2/3,480.0,N,2024-07-21
SKU-SHO-0050,shorts,M,37,0/3/7,370.0,N,2024-07-21
SKU-SHI-0051,shirts,XS,0,0/4/5,0.0,N,2024-07-21
SKU-SHI-0052,shirts,L,0,0/5/9,0.0,N,2024-07-21
SKU-JAC-0053,jackets,L,0,1/1/4,0.0,N,2024-07-21
SKU-SHI-0054,shirts,L,0,1/2/6,0.0,N,2024-07-21
SKU-JAC-0055,jackets,XS,35,0/4/7,262.5,N,2024-07-21
SKU-SHI-0001,shirts,L,0,46/155/336,0.0,N,2024-07-28
SKU-PAN-0002,pants,M,0,13/76/176,0.0,N,2024-07-28
SKU-SHI-0003,shirts,XS,0,16/58/116,0.0,N,2024-07-28
SKU-TSH-0004,tshirts,M,0,5/27/73,0.0,N,2024-07-28
SKU-CRO-0005,croptops,XS,0,5/23/49,0.0,N,2024-07-28
SKU-SHI-0006,shirts,L,0,9/25/54,0.0,N,2024-07-28
SKU-CRO-0007,croptops,XL,0,4/20/50,0.0,N,2024-07-28
SKU-PAN-0008,pants,M,0,2/19/37,0.0,N,2024-07-28
SKU-PAN-0009,pants,S,0,5/8/17,0.0,N,2024-07-28
SKU-TSH-0010,tshirts,XXL,0,1/9/29,0.0,N,2024-07-28
SKU-SHO-0011,shorts,XS,0,1/15/31,0.0,N,2024-07-28
SKU-TSH-0012,tshirts,M,0,2/13/29,0.0,N,2024-07-28
SKU-SHI-0013,shirts,XXL,0,4/13/23,0.0,N,2024-07-28
SKU-CRO-0014,croptops,M,0,2/8/21,0.0,N,2024-07-28
SKU-SHI-0015,shirts,XXL,0,3/7/18,0.0,N,2024-07-28
SKU-PAN-0016,pants,M,0,2/7/18,0.0,N,2024-07-28
SKU-SHI-0017,shirts,XL,0,2/8/17,0.0,N,2024-07-28
SKU-PAN-0018,pants,S,0,3/7/17,0.0,N,2024-07-28
SKU-CRO-0019,croptops,M,0,0/8/14,0.0,N,2024-07-28
SKU-PAN-0020,pants,XS,0,2/11/19,0.0,N,2024-07-28
SKU-PAN-0021,pants,XL,0,0/7/15,0.0,N,2024-07-28
SKU-PAN-0022,pants,XS,0,1/6/16,0.0,N,2024-07-28
SKU-SHO-0023,shorts,M,0,2/3/13,0.0,N,2024-07-28
SKU-SHI-0024,shirts,XXL,0,0/5/12,0.0,N,2024-07-28
SKU-JAC-0025,jackets,S,0,0/6/8,0.0,N,2024-07-28
SKU-PAN-0026,pants,S,0,0/1/14,0.0,N,2024-07-28
SKU-JAC-0027,jackets,M,0,0/4/8,0.0,N,2024-07-28
SKU-PAN-0028,pants,XL,0,1/3/7,0.0,N,2024-07-28
SKU-TSH-0029,tshirts,M,0,0/5/11,0.0,N,2024-07-28
SKU-CRO-0030,croptops,S,0,0/1/5,0.0,N,2024-07-28
SKU-JAC-0031,jackets,M,0,0/0/3,999.0,N,2024-07-28
SKU-TSH-0032,tshirts,XXL,0,1/1/3,0.0,N,2024-07-28
SKU-SHO-0033,shorts,M,0,2/3/11,0.0,N,2024-07-28
SKU-PAN-0034,pants,S,0,0/0/3,999.0,N,2024-07-28
SKU-CRO-0035,croptops,XS,0,1/2/7,0.0,N,2024-07-28
SKU-SHI-0036,shirts,M,21,1/2/6,315.0,N,2024-07-28
SKU-CRO-0037,croptops,L,2,0/2/6,30.0,N,2024-07-28
SKU-CRO-0038,croptops,XL,0,2/7/8,0.0,N,2024-07-28
SKU-SHO-0039,shorts,XXL,0,2/5/11,0.0,N,2024-07-28
SKU-SHO-0040,shorts,S,14,0/4/7,105.0,N,2024-07-28
SKU-TSH-0041,tshirts,S,34,0/1/4,999.0,N,2024-07-28
SKU-CRO-0042,croptops,XXL,9,1/4/6,67.5,N,2024-07-28
SKU-CRO-0043,croptops,L,0,1/7/10,0.0,N,2024-07-28
SKU-JAC-0044,jackets,S,7,2/5/11,42.0,N,2024-07-28
SKU-SHI-0045,shirts,L,25,2/2/6,375.0,N,2024-07-28
SKU-JAC-0046,jackets,S,26,2/4/6,195.0,N,2024-07-28
SKU-PAN-0047,pants,XS,2,0/4/10,15.0,N,2024-07-28
SKU-CRO-0048,croptops,S,0,0/1/5,0.0,N,2024-07-28
SKU-TSH-0049,tshirts,L,32,0/2/3,480.0,N,2024-07-28
SKU-SHO-0050,shorts,L,37,0/3/7,370.0,N,2024-07-28
SKU-SHI-0051,shirts,XL,0,1/3/6,0.0,N,2024-07-28
SKU-SHI-0052,shirts,XXL,0,0/4/9,0.0,N,2024-07-28
SKU-JAC-0053,jackets,M,0,0/1/4,0.0,N,2024-07-28
SKU-SHI-0054,shirts,S,0,1/3/5,0.0,N,2024-07-28
SKU-JAC-0055,jackets,XS,34,1/4/7,255.0,N,2024-07-28
SKU-SHI-0001,shirts,L,0,56/181/350,0.0,N,2024-08-04
SKU-PAN-0002,pants,XXL,0,25/85/170,0.0,N,2024-08-04
SKU-SHI-0003,shirts,XL,0,18/66/110,0.0,N,2024-08-04
SKU-TSH-0004,tshirts,XXL,0,6/26/69,0.0,N,2024-08-04
SKU-CRO-0005,croptops,L,0,8/24/51,0.0,N,2024-08-04
SKU-SHI-0006,shirts,XS,0,8/27/56,0.0,N,2024-08-04
SKU-CRO-0007,croptops,M,0,5/20/49,0.0,N,2024-08-04
SKU-PAN-0008,pants,XL,0,9/20/44,0.0,N,2024-08-04
SKU-PAN-0009,pants,XS,0,5/12/20,0.0,N,2024-08-04
SKU-TSH-0010,tshirts,L,0,7/14/32,0.0,N,2024-08-04
SKU-SHO-0011,shorts,XXL,0,8/17/33,0.0,N,2024-08-04
SKU-TSH-0012,tshirts,XL,0,2/12/26,0.0,N,2024-08-04
SKU-SHI-0013,shirts,XL,0,5/17/26,0.0,N,2024-08-04
SKU-CRO-0014,croptops,XL,0,1/9/19,0.0,N,2024-08-04
SKU-SHI-0015,shirts,XL,0,4/7/18,0.0,N,2024-08-04
SKU-PAN-0016,pants,XS,0,4/11/20,0.0,N,2024-08-04
SKU-SHI-0017,shirts,XS,0,0/5/14,0.0,N,2024-08-04
SKU-PAN-0018,pants,M,0,3/10/18,0.0,N,2024-08-04
SKU-CRO-0019,croptops,XXL,0,2/8/14,0.0,N,2024-08-04
SKU-PAN-0020,pants,M,0,2/13/17,0.0,N,2024-08-04
SKU-PAN-0021,pants,L,0,5/10/19,0.0,N,2024-08-04
SKU-PAN-0022,pants,M,0,1/4/16,0.0,N,2024-08-04
SKU-SHO-0023,shorts,XXL,0,2/5/14,0.0,N,2024-08-04
SKU-SHI-0024,shirts,L,0,4/6/15,0.0,N,2024-08-04
SKU-JAC-0025,jackets,L,0,1/6/8,0.0,N,2024-08-04
SKU-PAN-0026,pants,XS,0,3/4/15,0.0,N,2024-08-04
SKU-JAC-0027,jackets,XXL,0,1/4/8,0.0,N,2024-08-04
SKU-PAN-0028,pants,M,0,1/3/7,0.0,N,2024-08-04
SKU-TSH-0029,tshirts,XL,0,1/5/9,0.0,N,2024-08-04
SKU-CRO-0030,croptops,M,0,4/5/9,0.0,N,2024-08-04
SKU-JAC-0031,jackets,L,0,3/3/6,0.0,N,2024-08-04
SKU-TSH-0032,tshirts,M,0,3/4/6,0.0,N,2024-08-04
SKU-SHO-0033,shorts,XS,0,2/5/11,0.0,N,2024-08-04
SKU-PAN-0034,pants,M,0,0/0/3,999.0,N,2024-08-04
SKU-CRO-0035,croptops,XL,0,3/4/9,0.0,N,2024-08-04
SKU-SHI-0036,shirts,S,21,0/2/4,315.0,N,2024-08-04
SKU-CRO-0037,croptops,S,1,1/3/5,10.0,N,2024-08-04
SKU-CRO-0038,croptops,XL,0,0/6/7,0.0,N,2024-08-04
SKU-SHO-0039,shorts,L,0,0/4/11,0.0,N,2024-08-04
SKU-SHO-0040,shorts,XXL,11,3/6/10,55.0,N,2024-08-04
SKU-TSH-0041,tshirts,XL,34,0/1/3,999.0,N,2024-08-04
SKU-CRO-0042,croptops,L,9,0/3/5,90.0,N,2024-08-04
SKU-CRO-0043,croptops,S,0,0/5/9,0.0,N,2024-08-04
SKU-JAC-0044,jackets,M,3,4/8/12,11.2,N,2024-08-04
SKU-SHI-0045,shirts,XL,25,0/2/4,375.0,N,2024-08-04
SKU-JAC-0046,jackets,S,26,0/4/6,195.0,N,2024-08-04
SKU-PAN-0047,pants,M,2,0/4/9,15.0,N,2024-08-04
SKU-CRO-0048,croptops,M,0,1/1/6,0.0,N,2024-08-04
SKU-TSH-0049,tshirts,S,31,1/3/4,310.0,N,2024-08-04
SKU-SHO-0050,shorts,M,35,2/4/8,262.5,N,2024-08-04
SKU-SHI-0051,shirts,XS,0,1/3/6,0.0,N,2024-08-04
SKU-SHI-0052,shirts,L,0,1/5/9,0.0,N,2024-08-04
SKU-JAC-0053,jackets,S,0,1/2/3,0.0,N,2024-08-04
SKU-SHI-0054,shirts,L,0,0/3/5,0.0,N,2024-08-04
SKU-JAC-0055,jackets,XL,33,1/4/7,247.5,N,2024-08-04
SKU-SHI-0001,shirts,XL,0,70/208/378,0.0,N,2024-08-11
SKU-PAN-0002,pants,S,0,30/98/175,0.0,N,2024-08-11
SKU-SHI-0003,shirts,XL,0,19/67/118,0.0,N,2024-08-11
SKU-TSH-0004,tshirts,M,0,8/27/60,0.0,N,2024-08-11
SKU-CRO-0005,croptops,L,0,12/29/55,0.0,N,2024-08-11
SKU-SHI-0006,shirts,L,0,12/36/60,0.0,N,2024-08-11
SKU-CRO-0007,croptops,XL,0,12/24/51,0.0,N,2024-08-11
SKU-PAN-0008,pants,L,0,4/19/44,0.0,N,2024-08-11
SKU-PAN-0009,pants,XXL,0,7/19/25,0.0,N,2024-08-11
SKU-TSH-0010,tshirts,S,0,4/17/34,0.0,N,2024-08-11
SKU-SHO-0011,shorts,S,0,5/17/31,0.0,N,2024-08-11
SKU-TSH-0012,tshirts,L,0,3/10/27,0.0,N,2024-08-11
SKU-SHI-0013,shirts,S,0,2/15/24,0.0,N,2024-08-11
SKU-CRO-0014,croptops,S,0,3/8/19,0.0,N,2024-08-11
SKU-SHI-0015,shirts,M,0,2/9/16,0.0,N,2024-08-11
SKU-PAN-0016,pants,M,0,2/12/18,0.0,N,2024-08-11
SKU-SHI-0017,shirts,M,0,2/7/14,0.0,N,2024-08-11
SKU-PAN-0018,pants,XS,0,1/11/17,0.0,N,2024-08-11
SKU-CRO-0019,croptops,XL,0,1/5/14,0.0,N,2024-08-11
SKU-PAN-0020,pants,XS,0,4/14/21,0.0,N,2024-08-11
SKU-PAN-0021,pants,S,0,3/9/18,0.0,N,2024-08-11
SKU-PAN-0022,pants,XS,0,0/3/12,0.0,N,2024-08-11
SKU-SHO-0023,shorts,M,0,3/8/17,0.0,N,2024-08-11
SKU-SHI-0024,shirts,L,0,1/6/13,0.0,N,2024-08-11
SKU-JAC-0025,jackets,L,0,1/3/8,0.0,N,2024-08-11
SKU-PAN-0026,pants,XXL,0,1/5/13,0.0,N,2024-08-11
SKU-JAC-0027,jackets,M,0,2/5/8,0.0,N,2024-08-11
SKU-PAN-0028,pants,XXL,0,2/4/7,0.0,N,2024-08-11
SKU-TSH-0029,tshirts,XXL,0,1/5/8,0.0,N,2024-08-11
SKU-CRO-0030,croptops,XXL,0,2/6/9,0.0,N,2024-08-11
SKU-JAC-0031,jackets,XS,0,1/4/5,0.0,N,2024-08-11
SKU-TSH-0032,tshirts,S,0,4/8/8,0.0,N,2024-08-11
SKU-SHO-0033,shorts,S,0,5/9/15,0.0,N,2024-08-11
SKU-PAN-0034,pants,L,0,0/0/1,999.0,N,2024-08-11
SKU-CRO-0035,croptops,L,0,3/7/12,0.0,N,2024-08-11
SKU-SHI-0036,shirts,XS,17,4/5/7,102.0,N,2024-08-11
SKU-CRO-0037,croptops,L,0,2/4/7,0.0,N,2024-08-11
SKU-CRO-0038,croptops,S,0,1/5/8,0.0,N,2024-08-11
SKU-SHO-0039,shorts,XXL,0,0/2/7,0.0,N,2024-08-11
SKU-SHO-0040,shorts,S,11,0/5/10,66.0,N,2024-08-11
SKU-TSH-0041,tshirts,S,34,0/0/2,999.0,N,2024-08-11
SKU-CRO-0042,croptops,S,9,0/2/4,135.0,N,2024-08-11
SKU-CRO-0043,croptops,L,0,1/5/10,0.0,N,2024-08-11
SKU-JAC-0044,jackets,XL,3,0/8/12,11.2,N,2024-08-11
SKU-SHI-0045,shirts,XL,25,0/2/3,375.0,N,2024-08-11
SKU-JAC-0046,jackets,M,26,0/3/5,260.0,N,2024-08-11
SKU-PAN-0047,pants,XS,2,0/2/7,30.0,N,2024-08-11
SKU-CRO-0048,croptops,S,0,0/1/6,0.0,N,2024-08-11
SKU-TSH-0049,tshirts,XS,31,0/2/3,465.0,N,2024-08-11
SKU-SHO-0050,shorts,XXL,35,0/2/8,525.0,N,2024-08-11
SKU-SHI-0051,shirts,XL,0,1/3/7,0.0,N,2024-08-11
SKU-SHI-0052,shirts,XS,0,0/1/8,0.0,N,2024-08-11
SKU-JAC-0053,jackets,XL,0,0/2/2,0.0,N,2024-08-11
SKU-SHI-0054,shirts,XS,0,0/2/4,0.0,N,2024-08-11
SKU-JAC-0055,jackets,XXL,30,3/5/9,180.0,N,2024-08-11
SKU-SHI-0001,shirts,XL,0,55/236/389,0.0,N,2024-08-18
SKU-PAN-0002,pants,M,0,29/104/180,0.0,N,2024-08-18
SKU-SHI-0003,shirts,XS,0,19/73/124,0.0,N,2024-08-18
SKU-TSH-0004,tshirts,XL,0,12/32/65,0.0,N,2024-08-18
SKU-CRO-0005,croptops,S,0,17/44/69,0.0,N,2024-08-18
SKU-SHI-0006,shirts,M,0,7/38/61,0.0,N,2024-08-18
SKU-CRO-0007,croptops,M,0,5/26/51,0.0,N,2024-08-18
SKU-PAN-0008,pants,L,0,6/22/43,0.0,N,2024-08-18
SKU-PAN-0009,pants,S,0,8/26/32,0.0,N,2024-08-18
SKU-TSH-0010,tshirts,XS,0,3/17/30,0.0,N,2024-08-18
SKU-SHO-0011,shorts,XS,0,2/16/31,0.0,N,2024-08-18
SKU-TSH-0012,tshirts,L,0,3/11/26,0.0,N,2024-08-18
SKU-SHI-0013,shirts,S,0,3/17/27,0.0,N,2024-08-18
SKU-CRO-0014,croptops,M,0,4/10/20,0.0,N,2024-08-18
SKU-SHI-0015,shirts,XS,0,1/10/15,0.0,N,2024-08-18
SKU-PAN-0016,pants,XS,0,0/8/16,0.0,N,2024-08-18
SKU-SHI-0017,shirts,XL,0,2/6/14,0.0,N,2024-08-18
SKU-PAN-0018,pants,M,0,4/12/17,0.0,N,2024-08-18
SKU-CRO-0019,croptops,L,0,1/5/14,0.0,N,2024-08-18
SKU-PAN-0020,pants,XS,0,0/10/21,0.0,N,2024-08-18
SKU-PAN-0021,pants,S,0,4/13/21,0.0,N,2024-08-18
SKU-PAN-0022,pants,XXL,0,1/3/11,0.0,N,2024-08-18
SKU-SHO-0023,shorts,XXL,0,1/8/15,0.0,N,2024-08-18
SKU-SHI-0024,shirts,S,0,1/6/13,0.0,N,2024-08-18
SKU-JAC-0025,jackets,S,0,2/4/10,0.0,N,2024-08-18
SKU-PAN-0026,pants,XL,0,1/6/7,0.0,N,2024-08-18
SKU-JAC-0027,jackets,XS,0,2/6/10,0.0,N,2024-08-18
SKU-PAN-0028,pants,L,0,2/6/9,0.0,N,2024-08-18
SKU-TSH-0029,tshirts,L,0,2/4/10,0.0,N,2024-08-18
SKU-CRO-0030,croptops,XL,0,2/8/11,0.0,N,2024-08-18
SKU-JAC-0031,jackets,L,0,0/4/5,0.0,N,2024-08-18
SKU-TSH-0032,tshirts,L,0,1/9/9,0.0,N,2024-08-18
SKU-SHO-0033,shorts,L,0,1/10/15,0.0,N,2024-08-18
SKU-PAN-0034,pants,XL,0,2/2/3,0.0,N,2024-08-18
SKU-CRO-0035,croptops,XXL,0,3/10/13,0.0,N,2024-08-18
SKU-SHI-0036,shirts,S,16,1/6/8,80.0,N,2024-08-18
SKU-CRO-0037,croptops,XXL,0,0/4/7,0.0,N,2024-08-18
SKU-CRO-0038,croptops,XXL,0,1/6/9,0.0,N,2024-08-18
SKU-SHO-0039,shorts,S,0,1/3/7,0.0,N,2024-08-18
SKU-SHO-0040,shorts,L,11,0/3/9,110.0,N,2024-08-18
SKU-TSH-0041,tshirts,L,34,0/0/2,999.0,N,2024-08-18
SKU-CRO-0042,croptops,XL,9,0/1/4,270.0,N,2024-08-18
SKU-CRO-0043,croptops,XS,0,2/4/10,0.0,N,2024-08-18
SKU-JAC-0044,jackets,M,2,1/8/12,7.5,N,2024-08-18
SKU-SHI-0045,shirts,XXL,25,0/2/3,375.0,N,2024-08-18
SKU-JAC-0046,jackets,L,25,1/3/6,250.0,N,2024-08-18
SKU-PAN-0047,pants,S,0,2/2/9,0.0,N,2024-08-18
SKU-CRO-0048,croptops,XL,0,0/1/6,0.0,N,2024-08-18
SKU-TSH-0049,tshirts,XXL,31,0/2/3,465.0,N,2024-08-18
SKU-SHO-0050,shorts,XXL,34,1/3/9,340.0,N,2024-08-18
SKU-SHI-0051,shirts,XXL,0,1/4/8,0.0,N,2024-08-18
SKU-SHI-0052,shirts,S,0,0/1/7,0.0,N,2024-08-18
SKU-JAC-0053,jackets,S,0,2/3/4,0.0,N,2024-08-18
SKU-SHI-0054,shirts,XXL,0,2/4/5,0.0,N,2024-08-18
SKU-JAC-0055,jackets,XS,30,0/5/9,180.0,N,2024-08-18
SKU-SHI-0001,shirts,L,0,65/258/418,0.0,N,2024-08-25
SKU-PAN-0002,pants,L,0,38/126/203,0.0,N,2024-08-25
SKU-SHI-0003,shirts,XXL,0,25/86/140,0.0,N,2024-08-25
SKU-TSH-0004,tshirts,XL,0,9/37/64,0.0,N,2024-08-25
SKU-CRO-0005,croptops,XXL,0,10/48/71,0.0,N,2024-08-25
SKU-SHI-0006,shirts,M,0,5/32/59,0.0,N,2024-08-25
SKU-CRO-0007,croptops,XS,0,2/24/47,0.0,N,2024-08-25
SKU-PAN-0008,pants,L,0,7/27/46,0.0,N,2024-08-25
SKU-PAN-0009,pants,S,0,5/27/34,0.0,N,2024-08-25
SKU-TSH-0010,tshirts,L,0,5/19/30,0.0,N,2024-08-25
SKU-SHO-0011,shorts,S,0,2/17/32,0.0,N,2024-08-25
SKU-TSH-0012,tshirts,XXL,0,7/15/31,0.0,N,2024-08-25
SKU-SHI-0013,shirts,XL,0,3/13/26,0.0,N,2024-08-25
SKU-CRO-0014,croptops,XS,0,4/13/22,0.0,N,2024-08-25
SKU-SHI-0015,shirts,XL,0,4/13/18,0.0,N,2024-08-25
SKU-PAN-0016,pants,XL,0,6/14/19,0.0,N,2024-08-25
SKU-SHI-0017,shirts,XL,0,4/8/16,0.0,N,2024-08-25
SKU-PAN-0018,pants,S,0,3/12/18,0.0,N,2024-08-25
SKU-CRO-0019,croptops,L,0,3/7/15,0.0,N,2024-08-25
SKU-PAN-0020,pants,S,0,3/9/21,0.0,N,2024-08-25
SKU-PAN-0021,pants,M,0,2/14/21,0.0,N,2024-08-25
SKU-PAN-0022,pants,S,0,1/3/9,0.0,N,2024-08-25
SKU-SHO-0023,shorts,XL,0,2/8/11,0.0,N,2024-08-25
SKU-SHI-0024,shirts,M,0,0/6/12,0.0,N,2024-08-25
SKU-JAC-0025,jackets,XXL,0,0/4/10,0.0,N,2024-08-25
